  0.15295728E+02  0.59989576E+01  0.10725019E+00  0.98343945E+00
  0.15517405E+02  0.57833056E+01  0.10844150E+00  0.96963072E+00
  0.15739082E+02  0.55736418E+01  0.10959496E+00  0.95112121E+00
  0.15960759E+02  0.53675098E+01  0.11068773E+00  0.92814338E+00
  0.16182436E+02  0.51620302E+01  0.11171082E+00  0.90096664E+00
  0.16404114E+02  0.49537511E+01  0.11267008E+00  0.86974871E+00
  0.16625792E+02  0.47391663E+01  0.11358906E+00  0.83464688E+00
  0.16847467E+02  0.45147600E+01  0.11450881E+00  0.79596919E+00
  0.17069145E+02  0.42735529E+01  0.11549236E+00  0.75353104E+00
  0.17290823E+02  0.40448561E+01  0.11658292E+00  0.71320236E+00
  0.17512501E+02  0.38308141E+01  0.11772016E+00  0.67541564E+00
  0.17734177E+02  0.36135664E+01  0.11891106E+00  0.63708067E+00
  0.17955854E+02  0.34009521E+01  0.12016317E+00  0.59957218E+00
  0.18177532E+02  0.31909313E+01  0.12147895E+00  0.56254184E+00
  0.18399208E+02  0.29839351E+01  0.12286408E+00  0.52607507E+00
  0.18620886E+02  0.27797525E+01  0.12432439E+00  0.49014336E+00
  0.18842564E+02  0.25788722E+01  0.12586631E+00  0.45463973E+00
  0.19064240E+02  0.23805847E+01  0.12749813E+00  0.41963238E+00
  0.19285917E+02  0.21848381E+01  0.12923029E+00  0.38513014E+00
  0.19507595E+02  0.19915686E+01  0.13107477E+00  0.35114604E+00
  0.19729273E+02  0.18009819E+01  0.13304585E+00  0.31745386E+00
  0.19950949E+02  0.16122873E+01  0.13516173E+00  0.28413388E+00
  0.20172626E+02  0.14247974E+01  0.13744542E+00  0.25114211E+00
  0.20394304E+02  0.12382925E+01  0.13992612E+00  0.21825208E+00
  0.20615980E+02  0.10520060E+01  0.14264141E+00  0.18531536E+00
  0.20837658E+02  0.86401951E+00  0.14563982E+00  0.15223555E+00
  0.21059336E+02  0.67325425E+00  0.14898679E+00  0.11861181E+00
  0.21281013E+02  0.47728974E+00  0.15276949E+00  0.83949193E-01
  0.21502689E+02  0.27178422E+00  0.15710934E+00  0.47759935E-01
  0.21724367E+02  0.51476464E-01  0.16217974E+00  0.90704560E-02
  0.21946045E+02 -0.19368403E+00  0.16824277E+00 -0.34271911E-01
  0.22167721E+02 -0.47986925E+00  0.17572978E+00 -0.84736601E-01
  0.22389399E+02 -0.89445704E+00  0.18550082E+00 -0.15784778E+00
  0.22611076E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.22832752E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.23054430E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.23276108E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.23497786E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.23719461E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.23941139E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.24162817E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.24384493E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.24606171E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.24827848E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.25049524E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.25271202E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.25492880E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.25714558E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.25936234E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.26157911E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.26379589E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.26601265E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.26822943E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.27044621E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.27266296E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.27487974E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.27709652E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.27931330E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.28153006E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.28374683E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.28596361E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.28818037E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.29039715E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.29261393E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.29483070E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.29704746E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.29926424E+02  0.00000000E+00  0.00000000E+00  0.10000000E+01
  0.30148102E+02  0.14294168E+01  0.63244209E-01  0.25197214E+00
  0.30369778E+02  0.16035827E+01  0.63105837E-01  0.28272641E+00
  0.30591455E+02  0.17144825E+01  0.63170850E-01  0.30224881E+00
  0.30813133E+02  0.18093662E+01  0.63326918E-01  0.31895378E+00
  0.31034809E+02  0.19024036E+01  0.63533477E-01  0.33537567E+00
  0.31256487E+02  0.20017519E+01  0.63775741E-01  0.35295579E+00
  0.31478165E+02  0.21105542E+01  0.64050861E-01  0.37210065E+00
  0.31699842E+02  0.22247970E+01  0.64357281E-01  0.39224228E+00
  0.31921518E+02  0.23404295E+01  0.64687513E-01  0.41267481E+00
  0.32143196E+02  0.24547594E+01  0.65027907E-01  0.43279475E+00
  0.32364872E+02  0.25670223E+01  0.65362751E-01  0.45260262E+00
  0.32586552E+02  0.26798437E+01  0.65678239E-01  0.47250569E+00
  0.32808228E+02  0.27970438E+01  0.65965451E-01  0.49315324E+00
  0.33029903E+02  0.29223533E+01  0.66221654E-01  0.51528591E+00
  0.33251583E+02  0.30595410E+01  0.66449866E-01  0.53944373E+00
  0.33473259E+02  0.32084677E+01  0.66656567E-01  0.56572670E+00
  0.33694935E+02  0.10582687E+01  0.80330804E-01  0.17295484E+00
  0.33916615E+02  0.11146120E+01  0.11229490E+00  0.14009894E+00
